Amount,hour,day_of_week,is_night,card_txn_count_so_far,card_avg_amount_so_far,amount_vs_card_avg,true_label,proba,risk_tier
92.0,15,0,0,0,92.0,1.0,0,0.0859954,low_risk_log_only
198.0,13,2,0,0,198.0,1.0,0,0.18374063,low_risk_log_only
268.9,17,4,0,0,268.9,1.0,0,0.22004324,low_risk_log_only
440.0,1,1,1,0,440.0,1.0,0,0.48555312,medium_risk_human_review
112.0,15,0,0,0,112.0,1.0,0,0.28360656,low_risk_log_only
110.0,17,2,0,0,110.0,1.0,0,0.33144268,low_risk_log_only
436.8,21,0,0,0,436.8,1.0,0,0.21028489,low_risk_log_only
62.1,20,2,0,0,62.1,1.0,0,0.42904618,low_risk_log_only
67.2,16,6,0,0,67.2,1.0,0,0.010809125,low_risk_log_only
161.0,17,3,0,1,80.5,2.0,0,0.5524797,medium_risk_human_review
34.5,22,1,0,0,34.5,1.0,0,0.44988114,low_risk_log_only
46.0,15,4,0,3,46.0,1.0,1,0.9842406,high_risk_auto_flag
77.0,21,6,0,0,77.0,1.0,0,0.017714888,low_risk_log_only
172.75,19,1,0,0,172.75,1.0,0,0.24082218,low_risk_log_only
16.5,19,3,0,0,16.5,1.0,0,0.001002192,low_risk_log_only
34.5,8,4,0,0,34.5,1.0,0,0.026696164,low_risk_log_only
165.0,18,3,0,0,165.0,1.0,0,0.40926203,low_risk_log_only
104.5,21,6,0,0,104.5,1.0,0,0.022834778,low_risk_log_only
154.0,18,4,0,2,100.15,1.5376934598102845,0,0.8046869,high_risk_auto_flag
100.0,10,5,0,0,100.0,1.0,0,0.12579663,low_risk_log_only
184.0,17,4,0,0,184.0,1.0,0,0.32524747,low_risk_log_only
462.0,15,4,0,0,462.0,1.0,0,0.7129154,high_risk_auto_flag
110.0,14,0,0,0,110.0,1.0,0,0.14430314,low_risk_log_only
286.0,14,4,0,0,286.0,1.0,0,0.18641406,low_risk_log_only
88.0,13,5,0,0,88.0,1.0,0,0.11899218,low_risk_log_only
112.0,11,0,0,0,112.0,1.0,0,0.16433291,low_risk_log_only
121.0,18,4,0,1,110.0,1.1,0,0.41201,low_risk_log_only
104.5,11,4,0,0,104.5,1.0,0,0.26077402,low_risk_log_only
92.0,14,4,0,0,92.0,1.0,0,0.06414423,low_risk_log_only
190.4,20,5,0,0,190.4,1.0,0,0.36697277,low_risk_log_only
89.6,0,6,1,1,78.4,1.1428571428571428,0,0.17463648,low_risk_log_only
154.0,22,3,0,0,154.0,1.0,0,0.065219395,low_risk_log_only
220.0,1,2,1,0,220.0,1.0,0,0.33002564,low_risk_log_only
46.0,14,3,0,1,34.5,1.3333333333333333,0,0.32129085,low_risk_log_only
13.5,16,4,0,0,13.5,1.0,0,0.00229204,low_risk_log_only
46.0,16,4,0,0,46.0,1.0,0,0.60069776,medium_risk_human_review
30.0,10,4,0,0,30.0,1.0,0,0.033655208,low_risk_log_only
34.5,18,4,0,0,34.5,1.0,0,0.12224219,low_risk_log_only
121.0,14,2,0,0,121.0,1.0,0,0.08452277,low_risk_log_only
99.0,15,5,0,0,99.0,1.0,0,0.26546735,low_risk_log_only
154.0,9,3,0,0,154.0,1.0,0,0.07598661,low_risk_log_only
198.0,21,0,0,0,198.0,1.0,0,0.1716017,low_risk_log_only
154.0,12,3,0,1,99.0,1.5555555555555556,0,0.45065397,medium_risk_human_review
99.0,14,1,0,0,99.0,1.0,0,0.08210594,low_risk_log_only
134.4,21,0,0,0,134.4,1.0,0,0.1823506,low_risk_log_only
55.0,10,4,0,0,55.0,1.0,1,0.31165197,low_risk_log_only
23.0,21,5,0,0,23.0,1.0,0,0.00040832174,low_risk_log_only
200.0,16,1,0,0,200.0,1.0,0,0.29304066,low_risk_log_only
100.8,21,5,0,1,100.8,1.0,0,0.45912144,medium_risk_human_review
10.0,17,5,0,0,10.0,1.0,0,0.00047278797,low_risk_log_only
112.0,19,4,0,0,112.0,1.0,0,0.34365085,low_risk_log_only
20.0,14,5,0,0,20.0,1.0,0,0.0007154874,low_risk_log_only
20.0,12,6,0,0,20.0,1.0,0,0.00025507621,low_risk_log_only
308.0,22,0,0,0,308.0,1.0,0,0.07471307,low_risk_log_only
156.8,13,5,0,0,156.8,1.0,0,0.16550943,low_risk_log_only
46.0,13,3,0,3,46.0,1.0,1,0.9810043,high_risk_auto_flag
168.0,1,5,1,0,168.0,1.0,0,0.3962437,low_risk_log_only
62.1,19,3,0,0,62.1,1.0,0,0.45981827,medium_risk_human_review
69.0,19,2,0,0,69.0,1.0,0,0.17405652,low_risk_log_only
156.8,14,1,0,0,156.8,1.0,0,0.020865139,low_risk_log_only
31.59,16,2,0,0,31.59,1.0,0,0.3610306,low_risk_log_only
57.5,16,4,0,0,57.5,1.0,0,0.64072305,medium_risk_human_review
10.0,20,5,0,0,10.0,1.0,0,0.00020178207,low_risk_log_only
46.0,7,0,0,0,46.0,1.0,0,0.06879567,low_risk_log_only
138.0,14,1,0,0,138.0,1.0,0,0.07178663,low_risk_log_only
121.0,18,3,0,0,121.0,1.0,0,0.2360067,low_risk_log_only
154.0,23,0,1,1,253.0,0.6086956521739131,0,0.36857268,low_risk_log_only
143.0,15,4,0,0,143.0,1.0,0,0.14596123,low_risk_log_only
165.0,21,2,0,0,165.0,1.0,0,0.3607556,low_risk_log_only
138.0,16,2,0,0,138.0,1.0,0,0.20137891,low_risk_log_only
55.0,13,5,0,1,55.0,1.0,0,0.36349854,low_risk_log_only
46.0,12,3,0,0,46.0,1.0,0,0.56231076,medium_risk_human_review
46.0,14,1,0,0,46.0,1.0,0,0.345005,low_risk_log_only
34.5,21,3,0,0,34.5,1.0,0,0.109677106,low_risk_log_only
44.8,21,0,0,0,44.8,1.0,0,0.10100061,low_risk_log_only
43.42,19,5,0,0,43.42,1.0,0,0.025648378,low_risk_log_only
149.5,9,3,0,0,149.5,1.0,0,0.07598661,low_risk_log_only
143.0,18,3,0,0,143.0,1.0,0,0.10412538,low_risk_log_only
114.94,23,0,1,0,114.94,1.0,0,0.48027092,medium_risk_human_review
308.0,0,2,1,0,308.0,1.0,0,0.15514046,low_risk_log_only
440.0,22,1,0,1,156.8,2.8061224489795915,0,0.40944147,low_risk_log_only
418.0,20,1,0,1,46.2,9.047619047619047,1,0.34529796,low_risk_log_only
67.2,22,1,0,0,67.2,1.0,0,0.13714182,low_risk_log_only
235.2,11,1,0,0,235.2,1.0,0,0.064276546,low_risk_log_only
55.0,8,4,0,0,55.0,1.0,0,0.1699219,low_risk_log_only
95.2,17,3,0,0,95.2,1.0,0,0.1817216,low_risk_log_only
302.4,17,5,0,0,302.4,1.0,0,0.5932339,medium_risk_human_review
33.0,20,5,0,0,33.0,1.0,0,0.015384543,low_risk_log_only
110.0,13,2,0,1,110.0,1.0,0,0.585002,medium_risk_human_review
120.75,13,3,0,0,120.75,1.0,0,0.16015051,low_risk_log_only
15.0,14,2,0,0,15.0,1.0,0,0.0032853417,low_risk_log_only
154.0,19,1,0,0,154.0,1.0,0,0.04755904,low_risk_log_only
132.0,13,1,0,0,132.0,1.0,0,0.07338596,low_risk_log_only
69.0,9,4,0,0,69.0,1.0,0,0.07334485,low_risk_log_only
36.66,19,2,0,0,36.66,1.0,0,0.16101083,low_risk_log_only
46.0,13,3,0,0,46.0,1.0,1,0.52864385,medium_risk_human_review
154.0,8,2,0,0,154.0,1.0,0,0.006264735,low_risk_log_only
132.0,22,3,0,0,132.0,1.0,0,0.2244021,low_risk_log_only
110.0,13,4,0,0,110.0,1.0,0,0.22050396,low_risk_log_only
115.5,22,4,0,0,115.5,1.0,0,0.27667695,low_risk_log_only
70.0,22,0,0,0,70.0,1.0,0,0.1499725,low_risk_log_only
88.0,0,4,1,0,88.0,1.0,0,0.15043606,low_risk_log_only
78.4,10,1,0,0,78.4,1.0,0,0.034003153,low_risk_log_only
20.0,17,3,0,0,20.0,1.0,0,0.008505153,low_risk_log_only
132.0,20,4,0,0,132.0,1.0,0,0.2244021,low_risk_log_only
89.6,15,1,0,0,89.6,1.0,0,0.06952215,low_risk_log_only
69.0,16,0,0,0,69.0,1.0,0,0.23104538,low_risk_log_only
154.0,13,4,0,0,154.0,1.0,1,0.11158124,low_risk_log_only
15.0,15,5,0,1,15.0,1.0,0,0.0030336515,low_risk_log_only
100.0,17,4,0,0,100.0,1.0,0,0.19153334,low_risk_log_only
138.0,21,1,0,0,138.0,1.0,0,0.17329012,low_risk_log_only
104.5,16,4,0,1,104.5,1.0,0,0.57020557,medium_risk_human_review
36.54,19,6,0,0,36.54,1.0,0,0.009852605,low_risk_log_only
258.5,18,4,0,0,258.5,1.0,0,0.31912675,low_risk_log_only
275.0,10,4,0,0,275.0,1.0,0,0.12752406,low_risk_log_only
60.0,20,5,0,0,60.0,1.0,0,0.08060964,low_risk_log_only
66.0,17,1,0,0,66.0,1.0,0,0.366015,low_risk_log_only
132.0,21,3,0,0,132.0,1.0,0,0.2244021,low_risk_log_only
46.0,19,0,0,0,46.0,1.0,0,0.19843382,low_risk_log_only
154.0,2,4,1,0,154.0,1.0,0,0.49469534,medium_risk_human_review
66.0,21,3,0,0,66.0,1.0,0,0.46684182,medium_risk_human_review
34.5,16,3,0,0,34.5,1.0,0,0.20403825,low_risk_log_only
88.0,21,1,0,0,88.0,1.0,0,0.06514684,low_risk_log_only
53.29,21,3,0,1,210.0,0.25376190476190474,0,0.112666786,low_risk_log_only
46.69,10,4,0,1,31.59,1.4779993668882556,0,0.09286943,low_risk_log_only
20.0,10,6,0,0,20.0,1.0,0,0.00019904246,low_risk_log_only
103.5,15,2,0,0,103.5,1.0,0,0.19178239,low_risk_log_only
20.0,15,4,0,0,20.0,1.0,0,0.0049437243,low_risk_log_only
40.0,9,6,0,0,40.0,1.0,0,0.0050087823,low_risk_log_only
110.0,14,3,0,1,110.0,1.0,0,0.6615085,medium_risk_human_review
165.0,18,2,0,0,165.0,1.0,0,0.3607556,low_risk_log_only
78.4,14,4,0,0,78.4,1.0,0,0.1316452,low_risk_log_only
209.0,22,3,0,0,209.0,1.0,0,0.4816469,medium_risk_human_review
120.0,15,4,0,0,120.0,1.0,0,0.2886694,low_risk_log_only
55.0,16,4,0,0,55.0,1.0,0,0.54611915,medium_risk_human_review
23.0,22,3,0,0,23.0,1.0,0,0.00370511,low_risk_log_only
143.0,21,1,0,0,143.0,1.0,0,0.07050013,low_risk_log_only
198.0,14,4,0,0,198.0,1.0,0,0.23803899,low_risk_log_only
16.5,20,1,0,0,16.5,1.0,0,0.0029626878,low_risk_log_only
104.5,0,2,1,0,104.5,1.0,0,0.0964951,low_risk_log_only
110.0,14,2,0,0,110.0,1.0,0,0.13989453,low_risk_log_only
220.0,22,0,0,0,220.0,1.0,0,0.18760782,low_risk_log_only
154.0,19,0,0,0,154.0,1.0,0,0.044434074,low_risk_log_only
264.0,23,4,1,1,264.0,1.0,1,0.85013115,high_risk_auto_flag
103.5,15,2,0,0,103.5,1.0,0,0.19178239,low_risk_log_only
89.6,17,0,0,1,89.6,1.0,0,0.45448127,medium_risk_human_review
220.0,22,2,0,3,359.3333333333333,0.6122448979591837,1,0.9508571,high_risk_auto_flag
380.8,8,1,0,0,380.8,1.0,0,0.034708582,low_risk_log_only
34.5,8,4,0,1,34.5,1.0,0,0.1719913,low_risk_log_only
126.5,9,4,0,2,126.5,1.0,1,0.9675964,high_risk_auto_flag
92.0,22,4,0,0,92.0,1.0,0,0.08486615,low_risk_log_only
89.6,23,0,1,2,145.60000000000002,0.6153846153846152,0,0.104014404,low_risk_log_only
89.6,20,2,0,0,89.6,1.0,0,0.06514684,low_risk_log_only
198.0,19,2,0,0,198.0,1.0,0,0.27239794,low_risk_log_only
143.0,2,5,1,0,143.0,1.0,0,0.41972178,low_risk_log_only
20.0,14,4,0,0,20.0,1.0,0,0.005018854,low_risk_log_only
308.0,23,0,1,0,308.0,1.0,0,0.1968032,low_risk_log_only
99.0,4,5,1,1,143.0,0.6923076923076923,0,0.08518763,low_risk_log_only
207.0,16,5,0,0,207.0,1.0,0,0.7797718,high_risk_auto_flag
88.0,18,3,0,0,88.0,1.0,0,0.073163785,low_risk_log_only
154.0,13,0,0,0,154.0,1.0,0,0.016112441,low_risk_log_only
172.5,16,5,0,0,172.5,1.0,0,0.6663831,medium_risk_human_review
89.6,11,2,0,0,89.6,1.0,0,0.038714807,low_risk_log_only
352.0,0,4,1,0,352.0,1.0,0,0.1548306,low_risk_log_only
15.0,0,2,1,0,15.0,1.0,0,0.07648993,low_risk_log_only
99.0,0,3,1,0,99.0,1.0,0,0.18070441,low_risk_log_only
121.0,22,4,0,0,121.0,1.0,0,0.2360067,low_risk_log_only
20.0,11,3,0,0,20.0,1.0,0,0.009811763,low_risk_log_only
143.0,13,4,0,0,143.0,1.0,0,0.09905756,low_risk_log_only
78.4,19,2,0,1,143.0,0.5482517482517483,0,0.22146061,low_risk_log_only
126.5,14,1,0,0,126.5,1.0,0,0.12104916,low_risk_log_only
154.0,21,5,0,0,154.0,1.0,0,0.11038948,low_risk_log_only
132.0,9,4,0,0,132.0,1.0,0,0.13800326,low_risk_log_only
48.0,21,0,0,0,48.0,1.0,0,0.15887742,low_risk_log_only
117.6,6,5,0,0,117.6,1.0,0,0.5018044,medium_risk_human_review
30.0,10,5,0,0,30.0,1.0,0,0.005207416,low_risk_log_only
15.0,14,5,0,0,15.0,1.0,0,0.0003146653,low_risk_log_only
201.6,14,3,0,0,201.6,1.0,0,0.42222697,low_risk_log_only
34.5,13,4,0,0,34.5,1.0,0,0.08549487,low_risk_log_only
75.6,17,0,0,0,75.6,1.0,0,0.23087615,low_risk_log_only
184.0,23,5,1,0,184.0,1.0,0,0.4723679,medium_risk_human_review
286.0,15,6,0,0,286.0,1.0,0,0.079000965,low_risk_log_only
143.0,10,2,0,0,143.0,1.0,0,0.01777283,low_risk_log_only
88.0,7,4,0,0,88.0,1.0,0,0.015852857,low_risk_log_only
88.0,14,4,0,0,88.0,1.0,0,0.055127125,low_risk_log_only
231.0,10,3,0,0,231.0,1.0,0,0.066588685,low_risk_log_only
99.0,18,4,0,1,77.0,1.2857142857142858,0,0.37130147,low_risk_log_only
77.0,0,1,1,1,209.0,0.3684210526315789,0,0.14598382,low_risk_log_only
132.0,20,1,0,0,132.0,1.0,0,0.20345087,low_risk_log_only
34.5,17,0,0,1,224.0,0.15401785714285715,0,0.30194446,low_risk_log_only
77.0,18,0,0,0,77.0,1.0,0,0.3837607,low_risk_log_only
440.0,0,1,1,0,440.0,1.0,0,0.48555312,medium_risk_human_review
165.0,20,4,0,0,165.0,1.0,0,0.47604826,medium_risk_human_review
115.0,12,3,0,0,115.0,1.0,0,0.28843567,low_risk_log_only
40.0,13,1,0,0,40.0,1.0,0,0.06800025,low_risk_log_only
121.0,1,5,1,0,121.0,1.0,0,0.43595704,low_risk_log_only
44.0,10,2,0,0,44.0,1.0,0,0.056635216,low_risk_log_only
190.4,20,5,0,1,190.4,1.0,0,0.7845299,high_risk_auto_flag
69.0,20,4,0,0,69.0,1.0,0,0.19271307,low_risk_log_only
49.5,16,6,0,0,49.5,1.0,0,0.0124838725,low_risk_log_only
37.77,23,0,1,0,37.77,1.0,0,0.10175322,low_risk_log_only
34.5,17,5,0,0,34.5,1.0,0,0.036520753,low_risk_log_only
132.25,21,0,0,0,132.25,1.0,0,0.20091134,low_risk_log_only
161.0,13,6,0,0,161.0,1.0,0,0.011486558,low_risk_log_only
15.0,13,4,0,0,15.0,1.0,0,0.0015053486,low_risk_log_only
268.8,9,0,0,0,268.8,1.0,0,0.08530907,low_risk_log_only
33.0,16,5,0,0,33.0,1.0,0,0.026557835,low_risk_log_only
73.34,15,6,0,0,73.34,1.0,0,0.013116566,low_risk_log_only
209.0,16,1,0,0,209.0,1.0,0,0.45897657,medium_risk_human_review
144.0,17,3,0,0,144.0,1.0,0,0.110633455,low_risk_log_only
77.0,12,5,0,0,77.0,1.0,0,0.09898201,low_risk_log_only
207.0,17,5,0,0,207.0,1.0,1,0.7797718,high_risk_auto_flag
247.5,0,1,1,0,247.5,1.0,0,0.33441272,low_risk_log_only
123.2,21,3,0,2,113.05,1.0897832817337463,0,0.91211134,high_risk_auto_flag
40.7,14,2,0,0,40.7,1.0,0,0.0821347,low_risk_log_only
143.0,21,0,0,1,286.0,0.5,0,0.20699675,low_risk_log_only
133.21,13,2,0,0,133.21,1.0,0,0.06928559,low_risk_log_only
308.0,14,3,0,0,308.0,1.0,0,0.12948692,low_risk_log_only
201.6,12,1,0,0,201.6,1.0,0,0.35289538,low_risk_log_only
302.4,23,1,1,0,302.4,1.0,0,0.5552112,medium_risk_human_review
53.0,9,0,0,0,53.0,1.0,0,0.08671566,low_risk_log_only
517.5,16,5,0,4,560.625,0.9230769230769231,1,0.985966,high_risk_auto_flag
22.65,1,1,1,2,19.945,1.1356229631486587,1,0.61859614,medium_risk_human_review
132.25,18,0,0,0,132.25,1.0,0,0.20091134,low_risk_log_only
33.0,20,4,0,0,33.0,1.0,0,0.102086134,low_risk_log_only
78.4,12,0,0,0,78.4,1.0,0,0.060899083,low_risk_log_only
121.0,18,4,0,0,121.0,1.0,0,0.2360067,low_risk_log_only
143.0,11,4,0,0,143.0,1.0,0,0.11394527,low_risk_log_only
46.0,23,1,1,0,46.0,1.0,0,0.119829506,low_risk_log_only
132.0,9,2,0,0,132.0,1.0,0,0.0579649,low_risk_log_only
154.0,0,4,1,0,154.0,1.0,0,0.45798394,medium_risk_human_review
154.0,20,1,0,0,154.0,1.0,0,0.04755904,low_risk_log_only
154.0,19,3,0,0,154.0,1.0,0,0.0710791,low_risk_log_only
88.0,23,2,1,0,88.0,1.0,0,0.08668413,low_risk_log_only
100.8,16,3,0,0,100.8,1.0,0,0.23059386,low_risk_log_only
110.0,14,3,0,0,110.0,1.0,0,0.25533983,low_risk_log_only
143.0,19,2,0,0,143.0,1.0,0,0.07050013,low_risk_log_only
23.0,13,4,0,0,23.0,1.0,0,0.004098674,low_risk_log_only
34.5,1,4,1,0,34.5,1.0,1,0.18742256,low_risk_log_only
132.0,20,3,0,0,132.0,1.0,0,0.2244021,low_risk_log_only
92.0,0,3,1,0,92.0,1.0,0,0.18642756,low_risk_log_only
84.0,17,3,0,0,84.0,1.0,0,0.08485553,low_risk_log_only
78.4,18,0,0,1,257.6,0.30434782608695654,0,0.3624832,low_risk_log_only
77.0,13,1,0,0,77.0,1.0,0,0.14102666,low_risk_log_only
58.36,12,4,0,0,58.36,1.0,0,0.464683,medium_risk_human_review
20.0,12,6,0,0,20.0,1.0,0,0.00025507621,low_risk_log_only
250.0,14,4,0,0,250.0,1.0,0,0.23368908,low_risk_log_only
77.0,13,1,0,0,77.0,1.0,0,0.14102666,low_risk_log_only
78.4,17,2,0,0,78.4,1.0,0,0.1816536,low_risk_log_only
80.5,12,5,0,0,80.5,1.0,0,0.05970075,low_risk_log_only
115.0,19,1,0,0,115.0,1.0,0,0.31203067,low_risk_log_only
99.0,18,4,0,3,110.0,0.9,1,0.7713091,high_risk_auto_flag
30.45,20,4,0,1,30.45,1.0,0,0.52132237,medium_risk_human_review
89.6,18,4,0,0,89.6,1.0,0,0.073163785,low_risk_log_only
27.5,17,6,0,0,27.5,1.0,0,0.00885296,low_risk_log_only
70.0,12,5,0,0,70.0,1.0,0,0.05504492,low_risk_log_only
10.0,11,1,0,0,10.0,1.0,0,0.006145226,low_risk_log_only
69.0,13,4,0,0,69.0,1.0,0,0.10208635,low_risk_log_only
30.0,11,1,0,0,30.0,1.0,0,0.17840853,low_risk_log_only
23.0,14,2,0,1,46.0,0.5,0,0.20299195,low_risk_log_only
20.0,11,6,0,0,20.0,1.0,0,0.0003933592,low_risk_log_only
104.5,16,4,0,3,49.13333333333333,2.126865671641791,0,0.89150375,high_risk_auto_flag
154.0,6,2,0,0,154.0,1.0,0,0.038387865,low_risk_log_only
105.0,20,4,0,0,105.0,1.0,0,0.18499698,low_risk_log_only
117.6,11,4,0,3,112.0,1.05,1,0.9827245,high_risk_auto_flag
77.0,17,0,0,0,77.0,1.0,0,0.4777351,medium_risk_human_review
20.0,13,3,0,0,20.0,1.0,0,0.0047525354,low_risk_log_only
59.4,9,2,0,0,59.4,1.0,0,0.12944752,low_risk_log_only
154.0,20,2,0,1,88.0,1.75,0,0.39667922,low_risk_log_only
165.0,13,1,0,1,159.5,1.0344827586206897,0,0.23461361,low_risk_log_only
360.0,21,3,0,0,360.0,1.0,0,0.34224764,low_risk_log_only
156.8,9,1,0,0,156.8,1.0,0,0.015885953,low_risk_log_only
10.0,21,0,0,0,10.0,1.0,0,0.003011404,low_risk_log_only
224.0,11,1,0,0,224.0,1.0,0,0.064276546,low_risk_log_only
69.0,19,5,0,5,34.5,2.0,0,0.59534043,medium_risk_human_review
99.0,20,4,0,0,99.0,1.0,0,0.1876636,low_risk_log_only
34.5,17,0,0,0,34.5,1.0,0,0.5532182,medium_risk_human_review
245.0,22,4,0,0,245.0,1.0,0,0.10866212,low_risk_log_only
224.0,11,1,0,0,224.0,1.0,0,0.064276546,low_risk_log_only
99.0,19,0,0,0,99.0,1.0,0,0.20478886,low_risk_log_only
172.5,11,5,0,0,172.5,1.0,0,0.45339304,medium_risk_human_review
99.0,19,5,0,0,99.0,1.0,0,0.2585987,low_risk_log_only
112.0,11,3,0,0,112.0,1.0,0,0.42901185,low_risk_log_only
154.0,18,4,0,0,154.0,1.0,0,0.106324375,low_risk_log_only
35.0,16,5,0,1,70.0,0.5,0,0.05574918,low_risk_log_only
112.0,21,1,0,0,112.0,1.0,0,0.31610364,low_risk_log_only
16.5,19,3,0,0,16.5,1.0,0,0.001002192,low_risk_log_only
33.0,22,3,0,0,33.0,1.0,0,0.124534644,low_risk_log_only
630.0,10,0,0,0,630.0,1.0,0,0.03783727,low_risk_log_only
110.0,11,1,0,0,110.0,1.0,0,0.19100046,low_risk_log_only
144.0,20,2,0,0,144.0,1.0,0,0.07050013,low_risk_log_only
110.0,14,2,0,0,110.0,1.0,0,0.13989453,low_risk_log_only
166.0,11,2,0,0,166.0,1.0,0,0.107919045,low_risk_log_only
70.0,11,5,0,0,70.0,1.0,0,0.086738504,low_risk_log_only
55.82,22,2,0,0,55.82,1.0,0,0.35449997,low_risk_log_only
91.35,22,1,0,2,30.45,3.0,1,0.36313674,low_risk_log_only
30.0,22,2,0,0,30.0,1.0,0,0.37115806,low_risk_log_only
99.0,19,3,0,0,99.0,1.0,0,0.2261557,low_risk_log_only
49.5,18,5,0,0,49.5,1.0,0,0.034747306,low_risk_log_only
95.2,15,5,0,0,95.2,1.0,0,0.65888697,medium_risk_human_review
110.0,23,1,1,0,110.0,1.0,0,0.1652505,low_risk_log_only
336.0,17,6,0,0,336.0,1.0,0,0.035986938,low_risk_log_only
148.5,21,6,0,0,148.5,1.0,0,0.013638394,low_risk_log_only
154.0,17,0,0,0,154.0,1.0,0,0.050667312,low_risk_log_only
15.0,7,3,0,0,15.0,1.0,0,0.00094323006,low_risk_log_only
110.0,15,4,0,0,110.0,1.0,0,0.35509464,low_risk_log_only
77.0,15,2,0,0,77.0,1.0,0,0.26029074,low_risk_log_only
231.0,17,0,0,0,231.0,1.0,0,0.059325542,low_risk_log_only
154.0,6,2,0,0,154.0,1.0,0,0.038387865,low_risk_log_only
34.5,14,1,0,0,34.5,1.0,0,0.2219378,low_risk_log_only
362.25,13,3,0,0,362.25,1.0,0,0.2378111,low_risk_log_only
220.0,17,4,0,0,220.0,1.0,0,0.36363643,low_risk_log_only
102.6,18,6,0,0,102.6,1.0,0,0.022834778,low_risk_log_only
172.5,15,4,0,0,172.5,1.0,0,0.47834653,medium_risk_human_review
10.0,22,3,0,0,10.0,1.0,0,0.0014169923,low_risk_log_only
10.0,11,1,0,0,10.0,1.0,0,0.006145226,low_risk_log_only
20.0,20,5,0,0,20.0,1.0,0,0.00046506897,low_risk_log_only
121.0,19,3,0,0,121.0,1.0,0,0.2360067,low_risk_log_only
145.6,16,4,0,0,145.6,1.0,0,0.14156519,low_risk_log_only
10.0,23,5,1,0,10.0,1.0,0,0.0001657471,low_risk_log_only
16.5,17,4,0,0,16.5,1.0,0,0.0025988987,low_risk_log_only
55.0,19,4,0,0,55.0,1.0,0,0.3931166,low_risk_log_only
201.6,20,4,0,0,201.6,1.0,0,0.3860656,low_risk_log_only
143.0,11,3,0,0,143.0,1.0,0,0.08842682,low_risk_log_only
154.0,13,2,0,0,154.0,1.0,0,0.016112441,low_risk_log_only
110.0,19,1,0,0,110.0,1.0,0,0.29055926,low_risk_log_only
198.0,23,4,1,0,198.0,1.0,0,0.412899,low_risk_log_only
88.0,15,4,0,0,88.0,1.0,0,0.08566169,low_risk_log_only
275.0,17,0,0,0,275.0,1.0,0,0.12000201,low_risk_log_only
172.5,15,3,0,0,172.5,1.0,0,0.47834653,medium_risk_human_review
207.0,16,2,0,0,207.0,1.0,0,0.5831299,medium_risk_human_review
154.0,11,3,0,0,154.0,1.0,0,0.11492894,low_risk_log_only
112.0,20,1,0,0,112.0,1.0,0,0.31610364,low_risk_log_only
110.0,13,5,0,2,122.2,0.9001636661211129,0,0.63765115,medium_risk_human_review
15.68,13,3,0,1,30.53,0.5135931870291516,0,0.11038412,low_risk_log_only
57.5,23,1,1,0,57.5,1.0,0,0.10060695,low_risk_log_only
172.5,15,4,0,0,172.5,1.0,0,0.47834653,medium_risk_human_review
80.5,15,5,0,1,80.5,1.0,0,0.3254081,low_risk_log_only
220.0,16,0,0,4,68.75,3.2,1,0.9588607,high_risk_auto_flag
115.0,13,4,0,0,115.0,1.0,0,0.21944234,low_risk_log_only
138.0,12,1,0,0,138.0,1.0,0,0.051303077,low_risk_log_only
110.0,18,4,0,0,110.0,1.0,0,0.31691194,low_risk_log_only
99.0,20,4,0,1,99.0,1.0,0,0.49400988,medium_risk_human_review
20.0,14,4,0,0,20.0,1.0,0,0.005018854,low_risk_log_only
31.59,9,3,0,0,31.59,1.0,0,0.033655208,low_risk_log_only
57.5,15,3,0,2,57.5,1.0,1,0.973867,high_risk_auto_flag
103.5,17,2,0,0,103.5,1.0,0,0.21129102,low_risk_log_only
146.66,17,1,0,0,146.66,1.0,0,0.07984633,low_risk_log_only
168.0,15,2,0,0,168.0,1.0,0,0.31393504,low_risk_log_only
60.89,20,4,0,0,60.89,1.0,0,0.45981827,medium_risk_human_review
20.0,20,4,0,0,20.0,1.0,0,0.0033741614,low_risk_log_only
57.5,22,1,0,0,57.5,1.0,0,0.24249975,low_risk_log_only
418.0,18,1,0,1,209.0,2.0,1,0.93108445,high_risk_auto_flag
134.4,13,2,0,0,134.4,1.0,0,0.06451094,low_risk_log_only
10.0,17,3,0,0,10.0,1.0,0,0.0025988987,low_risk_log_only
154.0,18,2,0,0,154.0,1.0,0,0.04755904,low_risk_log_only
115.0,22,3,0,0,115.0,1.0,0,0.33939907,low_risk_log_only
123.3,10,4,0,0,123.3,1.0,0,0.24889007,low_risk_log_only
168.0,19,0,0,0,168.0,1.0,0,0.16402745,low_risk_log_only
33.0,22,1,0,0,33.0,1.0,0,0.4163062,low_risk_log_only
112.0,21,0,0,0,112.0,1.0,0,0.31271002,low_risk_log_only
1260.0,15,0,0,0,1260.0,1.0,0,0.011446211,low_risk_log_only
104.5,12,0,0,0,104.5,1.0,0,0.0775818,low_risk_log_only
55.82,17,5,0,0,55.82,1.0,0,0.08385347,low_risk_log_only
230.0,17,5,0,0,230.0,1.0,0,0.22325076,low_risk_log_only
88.0,9,4,0,1,78.4,1.1224489795918366,0,0.15675779,low_risk_log_only
27.63,11,0,0,0,27.63,1.0,0,0.16191153,low_risk_log_only
50.75,11,4,0,0,50.75,1.0,0,0.43135804,low_risk_log_only
10.0,11,6,0,0,10.0,1.0,0,0.00017296462,low_risk_log_only
92.0,12,2,0,0,92.0,1.0,0,0.027515799,low_risk_log_only
